char	mandarin	mandarin_initial	mandarin_final	mandarin_tone	cantonese	cantonese_initial	cantonese_final	cantonese_tone
甘	gān	g	an	1	gam1	g	am	1
甙	dài	d	ai	4	doi6	d	oi	6
甚	shèn	sh	en	4	sam6	s	am	6
甛	tián	t	ian	2	tim4	t	im	4
甜	tián	t	ian	2	tim4	t	im	4
甝	hán	h	an	2	hon4	h	on	4
甞	cháng	ch	ang	2	soeng4	s	oeng	4
生	shēng	sh	eng	1	sang1	s	ang	1
甠	qíng	q	ing	2	cing4	c	ing	4
甡	shēn	sh	en	1	san1	s	an	1
產	chǎn	ch	an	3	caan2	c	aan	2
産	chǎn	ch	an	3	caan2	c	aan	2
甤	ruí	r	ui	2	jeoi6	j	eoi	6
甥	shēng	sh	eng	1	sang1	s	ang	1
甦	sū	s	u	1	sou1	s	ou	1
甧	shēn	sh	en	1	sam1	s	am	1
用	yòng	y	ong	4	jung6	j	ung	6
甩	shuǎi	sh	uai	3	lat1	l	at	1
甪	lù	l	u	4	luk6	l	uk	6
甫	fǔ	f	u	3	fu2	f	u	2
甬	yǒng	y	ong	3	jung2	j	ung	2
甭	béng	b	eng	2	bung2	b	ung	2
甮	fèng	f	eng	4	fung6	f	ung	6
甯	níng	n	ing	2	ning4	n	ing	4
田	tián	t	ian	2	tin4	t	in	4
由	yóu	y	ou	2	jau4	j	au	4
甲	jiǎ	j	ia	3	gaap3	g	aap	3
申	shēn	sh	en	1	san1	s	an	1
甴	zhá	zh	a	2	zaat6	z	aat	6
电	diàn	d	ian	4	din6	d	in	6
甶	fú	f	u	2	fat6	f	at	6
男	nán	n	an	2	naam4	n	aam	4
甸	diàn	d	ian	4	din6	d	in	6
甹	pīng	p	ing	1	ping1	p	ing	1
町	tǐng	t	ing	3	ting2	t	ing	2
画	huà	h	ua	4	waak6	w	aak	6
甼	tǐng	t	ing	3	ting5	t	ing	5
甽	zhèn	zh	en	4	hyun2	h	yun	2
甾	zāi	z	ai	1	zi1	z	i	1
甿	méng	m	eng	2	man4	m	an	4
畀	bì	b	i	4	bei2	b	ei	2
畁	bì	b	i	4	bei2	b	ei	2
畂	liù	l	iu	4	mau5	m	au	5
畃	xún	x	un	2	seon4	s	eon	4
畄	liú	l	iu	2	lau4	l	au	4
畅	chàng	ch	ang	4	coeng3	c	oeng	3
畆	mǔ	m	u	3	mau5	m	au	5
畇	yún	y	un	2	wan4	w	an	4
畈	fàn	f	an	4	faan3	f	aan	3
畉	fú	f	u	2	fu4	f	u	4
畊	gēng	g	eng	1	gaang1	g	aang	1
畋	tián	t	ian	2	tin4	t	in	4
界	jiè	j	ie	4	gaai3	g	aai	3
畍	jiè	j	ie	4	gaai3	g	aai	3
畎	quǎn	q	uan	3	hyun2	h	yun	2
畏	wèi	w	ei	4	wai3	w	ai	3
畐	fú	f	u	2	fuk6	f	uk	6
畑	tián	t	ian	2	tin4	t	in	4
畒	mǔ	m	u	3	mau5	m	au	5
畓	duō	d	uo	1	cyun4	c	yun	4
畔	pàn	p	an	4	bun6	b	un	6
畕	jiāng	j	iang	1	goeng1	g	oeng	1
畖	wā	w	a	1	waa1	w	aa	1
畗	dá	d	a	2	daap3	d	aap	3
畘	nán	n	an	2	naam4	n	aam	4
留	liú	l	iu	2	lau4	l	au	4
畚	běn	b	en	3	bun2	b	un	2
畛	zhěn	zh	en	3	can2	c	an	2
畜	chù	ch	u	4	cuk1	c	uk	1
畝	mǔ	m	u	3	mau5	m	au	5
畞	mǔ	m	u	3	mau5	m	au	5
畟	cè	c	e	4	zik1	z	ik	1
畠	tián	t	ian	2	tin4	t	in	4
畡	gāi	g	ai	1	goi1	g	oi	1
畢	bì	b	i	4	bat1	b	at	1
畣	dá	d	a	2	daap3	d	aap	3
畤	zhì	zh	i	4	zi6	z	i	6
略	lüè	l	ue	4	loek6	l	oek	6
畦	qí	q	i	2	kwai4	kw	ai	4
畧	lüè	l	ue	4	loek6	l	oek	6
畨	pān	p	an	1	faan1	f	aan	1
畩	yī	y	i	1	ji1	j	i	1
番	fān	f	an	1	faan1	f	aan	1
畫	huà	h	ua	4	waak6	w	aak	6
畬	shē	sh	e	1	jyu4	j	yu	4
畭	yú	y	u	2	jyu4	j	yu	4
畮	mǔ	m	u	3	mau5	m	au	5
畯	jùn	j	un	4	zeon3	z	eon	3
異	yì	y	i	4	ji6	j	i	6
畱	liú	l	iu	2	lau4	l	au	4
畲	shē	sh	e	1	se4	s	e	4
畳	dié	d	ie	2	dip6	d	ip	6
畴	chóu	ch	ou	2	cau4	c	au	4
畵	huà	h	ua	4	waak6	w	aak	6
當	dāng	d	ang	1	dong1	d	ong	1
畷	zhuì	zh	ui	4	zyut3	z	yut	3
畸	jī	j	i	1	kei1	k	ei	1
畹	wǎn	w	an	3	jyun2	j	yun	2
畺	jiāng	j	iang	1	goeng1	g	oeng	1
畻	chéng	ch	eng	2	sing4	s	ing	4
畼	chàng	ch	ang	4	coeng4	c	oeng	4
畽	tǔn	t	un	3	teon2	t	eon	2
畾	léi	l	ei	2	leoi4	l	eoi	4
畿	jī	j	i	1	gei1	g	ei	1
疀	chā	ch	a	1	caap3	c	aap	3
疁	liú	l	iu	2	lau4	l	au	4
疂	dié	d	ie	2	dip6	d	ip	6
疃	tuǎn	t	uan	3	teon2	t	eon	2
疄	lìn	l	in	4	leon6	l	eon	6
疅	jiāng	j	iang	1	goeng1	g	oeng	1
疆	jiāng	j	iang	1	goeng1	g	oeng	1
疇	chóu	ch	ou	2	cau4	c	au	4
疈	pì	p	i	4	bik1	b	ik	1
疉	dié	d	ie	2	dip6	d	ip	6
疊	dié	d	ie	2	dip6	d	ip	6
疋	pǐ	p	i	3	pat1	p	at	1
疌	jié	j	ie	2	zit3	z	it	3
疍	dàn	d	an	4	daan6	d	aan	6
疎	shū	sh	u	1	so1	s	o	1
疏	shū	sh	u	1	so1	s	o	1
疐	zhì	zh	i	4	zi3	z	i	3
疑	yí	y	i	2	ji4	j	i	4
疒	nè	n	e	4	nik6	n	ik	6
疓	nǎi	n	ai	3	naai5	n	aai	5
疔	dīng	d	ing	1	ding1	d	ing	1
疕	bǐ	b	i	3	bei2	b	ei	2
疖	jiē	j	ie	1	zit3	z	it	3
疗	liáo	l	iao	2	liu4	l	iu	4
疘	gāng	g	ang	1	gong1	g	ong	1
疙	gē	g	e	1	ngat6	ng	at	6
疚	jiù	j	iu	4	gau3	g	au	3
疛	zhǒu	zh	ou	3	zau2	z	au	2
疜	xià	x	ia	4	haa6	h	aa	6
疝	shàn	sh	an	4	saan3	s	aan	3
疞	xū	x	u	1	heoi1	h	eoi	1
疟	nüè	n	ue	4	joek6	j	oek	6
疠	lì	l	i	4	lai6	l	ai	6
疡	yáng	y	ang	2	joeng4	j	oeng	4
疢	chèn	ch	en	4	can3	c	an	3
疣	yóu	y	ou	2	jau4	j	au	4
疤	bā	b	a	1	baa1	b	aa	1
疥	jiè	j	ie	4	gaai3	g	aai	3
疦	jué	j	ue	2	kyut3	k	yut	3
疧	qí	q	i	2	kei4	k	ei	4
疩	cuì	c	ui	4	seoi6	s	eoi	6
疪	bì	b	i	4	bei3	b	ei	3
疫	yì	y	i	4	jik6	j	ik	6
疬	lì	l	i	4	lik6	l	ik	6
疭	zòng	z	ong	4	zung3	z	ung	3
疮	chuāng	ch	uang	1	cong1	c	ong	1
疯	fēng	f	eng	1	fung1	f	ung	1
疰	zhù	zh	u	4	zyu3	z	yu	3
疱	pào	p	ao	4	paau3	p	aau	3
疲	pí	p	i	2	pei4	p	ei	4
疳	gān	g	an	1	gam1	g	am	1
疴	kē	k	e	1	o1		o	1
疵	cī	c	i	1	ci1	c	i	1
疶	xuē	x	ue	1	sit3	s	it	3
疷	zhī	zh	i	1	zi1	z	i	1
疸	dǎn	d	an	3	taan2	t	aan	2
疹	zhěn	zh	en	3	can2	c	an	2
疺	fá	f	a	2	fat6	f	at	6
疻	zhǐ	zh	i	3	zi2	z	i	2
疼	téng	t	eng	2	tang4	t	ang	4
疽	jū	j	u	1	zeoi1	z	eoi	1
疾	jí	j	i	2	zat6	z	at	6
疿	fèi	f	ei	4	fai2	f	ai	2
痀	jū	j	u	1	keoi1	k	eoi	1
痁	shān	sh	an	1	dim3	d	im	3
痂	jiā	j	ia	1	gaa1	g	aa	1
痃	xuán	x	uan	2	jin4	j	in	4
痄	zhà	zh	a	4	zaa3	z	aa	3
病	bìng	b	ing	4	beng6	b	eng	6
痆	niè	n	ie	4	naat6	n	aat	6
症	zhèng	zh	eng	4	zing3	z	ing	3
痈	yōng	y	ong	1	jung1	j	ung	1
痉	jìng	j	ing	4	ging3	g	ing	3
痊	quán	q	uan	2	cyun4	c	yun	4
痋	téng	t	eng	2	tang4	t	ang	4
痌	tōng	t	ong	1	tung1	t	ung	1
痍	yí	y	i	2	ji4	j	i	4
痎	jiē	j	ie	1	gaai1	g	aai	1
痏	wěi	w	ei	3	fui2	f	ui	2
痐	huí	h	ui	2	wui4	w	ui	4
痑	tān	t	an	1	taan1	t	aan	1
痒	yǎng	y	ang	3	joeng5	j	oeng	5
痓	chì	ch	i	4	ci3	c	i	3
痔	zhì	zh	i	4	zi6	z	i	6
痕	hén	h	en	2	han4	h	an	4
痖	yǎ	y	a	3	aa2		aa	2
痗	mèi	m	ei	4	mui6	m	ui	6
痘	dòu	d	ou	4	dau6	d	au	6
痙	jìng	j	ing	4	ging6	g	ing	6
痚	xiāo	x	iao	1	haau1	h	aau	1
痛	tòng	t	ong	4	tung3	t	ung	3
痜	tū	t	u	1	tuk1	t	uk	1
痝	máng	m	ang	2	mong4	m	ong	4
痞	pǐ	p	i	3	pei2	p	ei	2
痟	xiāo	x	iao	1	siu1	s	iu	1
痠	suān	s	uan	1	syun1	s	yun	1
痡	fū	f	u	1	pou1	p	ou	1
痢	lì	l	i	4	lei6	l	ei	6
痣	zhì	zh	i	4	zi3	z	i	3
痤	cuó	c	uo	2	co4	c	o	4
痥	duó	d	uo	2	dyut6	d	yut	6
痦	wù	w	u	4	ng6		ng	6
痧	shā	sh	a	1	saa1	s	aa	1
痨	láo	l	ao	2	lou4	l	ou	4
痩	shòu	sh	ou	4	sau3	s	au	3
痪	huàn	h	uan	4	wun6	w	un	6
痫	xián	x	ian	2	gaan2	g	aan	2
痬	yì	y	i	4	jik6	j	ik	6
痭	bēng	b	eng	1	bang1	b	ang	1
痮	zhàng	zh	ang	4	zoeng3	z	oeng	3
痯	guǎn	g	uan	3	gun2	g	un	2
痰	tán	t	an	2	taam4	t	aam	4
痱	fèi	f	ei	4	fai2	f	ai	2
痲	má	m	a	2	maa4	m	aa	4
痳	lín	l	in	2	maa4	m	aa	4
痴	chī	ch	i	1	ci1	c	i	1
痵	jì	j	i	4	gwai3	gw	ai	3
痶	tiǎn	t	ian	3	din2	d	in	2
痷	ān		an	1	am1		am	1
痸	chì	ch	i	4	cai3	c	ai	3
痹	bì	b	i	4	bei3	b	ei	3
痺	bì	b	i	4	bei3	b	ei	3
痻	mín	m	in	2	man4	m	an	4
痼	gù	g	u	4	gu3	g	u	3
痽	duī	d	ui	1	deoi1	d	eoi	1
痾	ē		e	1	o1		o	1
痿	wěi	w	ei	3	wai2	w	ai	2
瘀	yū	y	u	1	jyu2	j	yu	2
瘁	cuì	c	ui	4	seoi6	s	eoi	6
瘂	yǎ	y	a	3	aa2		aa	2
瘃	zhú	zh	u	2	zuk1	z	uk	1
瘄	cù	c	u	4	cou3	c	ou	3
瘅	dān	d	an	1	daan3	d	aan	3
瘆	shèn	sh	en	4	sam3	s	am	3
瘇	zhǒng	zh	ong	3	zung2	z	ung	2
瘈	chì	ch	i	4	zai3	z	ai	3
瘉	yù	y	u	4	jyu6	j	yu	6
瘊	hóu	h	ou	2	hau4	h	au	4
瘋	fēng	f	eng	1	fung1	f	ung	1
瘌	là	l	a	4	laat3	l	aat	3
瘍	yáng	y	ang	2	joeng4	j	oeng	4
瘎	chén	ch	en	2	sam4	s	am	4
瘏	tú	t	u	2	tou4	t	ou	4
瘐	yǔ	y	u	3	jyu5	j	yu	5
瘑	guō	g	uo	1	gwo1	gw	o	1
瘒	wén	w	en	2	wan4	w	an	4
瘓	huàn	h	uan	4	wun6	w	un	6
瘔	kù	k	u	4	fu2	f	u	2
瘕	jiǎ	j	ia	3	gaa2	g	aa	2
瘖	yīn	y	in	1	jam1	j	am	1
瘗	yì	y	i	4	ji3	j	i	3
瘘	lòu	l	ou	4	lau6	l	au	6
瘙	sào	s	ao	4	sou3	s	ou	3
瘚	jué	j	ue	2	kyut3	k	yut	3
瘛	chì	ch	i	4	kai3	k	ai	3
瘜	xī	x	i	1	sik1	s	ik	1
瘝	guān	g	uan	1	gwaan1	gw	aan	1
瘞	yì	y	i	4	ji3	j	i	3
瘟	wēn	w	en	1	wan1	w	an	1
瘠	jí	j	i	2	zek3	z	ek	3
瘡	chuāng	ch	uang	1	cong1	c	ong	1
瘢	bān	b	an	1	baan1	b	aan	1
瘤	liú	l	iu	2	lau4	l	au	4
瘥	chài	ch	ai	4	caai3	c	aai	3
瘦	shòu	sh	ou	4	sau3	s	au	3
瘧	nüè	n	ue	4	joek6	j	oek	6
瘨	diān	d	ian	1	din1	d	in	1
瘩	da	d	a	5	daap3	d	aap	3
瘪	biě	b	ie	3	bit6	b	it	6
瘫	tān	t	an	1	taan1	t	aan	1
瘬	zhàng	zh	ang	4	zoeng3	z	oeng	3
瘭	biāo	b	iao	1	biu1	b	iu	1
瘮	shèn	sh	en	4	sam3	s	am	3
瘯	cù	c	u	4	cuk1	c	uk	1
瘰	luǒ	l	uo	3	lo2	l	o	2
瘱	yì	y	i	4	ji3	j	i	3
瘲	zòng	z	ong	4	zung3	z	ung	3
瘳	chōu	ch	ou	1	cau1	c	au	1
瘴	zhàng	zh	ang	4	zoeng3	z	oeng	3
瘵	zhài	zh	ai	4	zaai3	z	aai	3
瘶	sòu	s	ou	4	sau3	s	au	3
瘷	sè	s	e	4	zek3	z	ek	3
瘸	qué	q	ue	2	ke4	k	e	4
瘹	diào	d	iao	4	diu3	d	iu	3
瘺	lòu	l	ou	4	lau6	l	au	6
瘻	lòu	l	ou	4	lau6	l	au	6
瘼	mò	m	o	4	mok6	m	ok	6
瘽	qín	q	in	2	kan4	k	an	4
瘾	yǐn	y	in	3	jan5	j	an	5
瘿	yǐng	y	ing	3	jing2	j	ing	2
癀	huáng	h	uang	2	wong4	w	ong	4
癁	fú	f	u	2	fuk6	f	uk	6
療	liáo	l	iao	2	liu4	l	iu	4
癃	lóng	l	ong	2	lung4	l	ung	4
癄	qiáo	q	iao	2	ciu4	c	iu	4
癅	liú	l	iu	2	lau4	l	au	4
癆	láo	l	ao	2	lou4	l	ou	4
癇	xián	x	ian	2	haan4	h	aan	4
癈	fèi	f	ei	4	fai3	f	ai	3
癉	dān	d	an	1	daan3	d	aan	3
癊	yìn	y	in	4	jam3	j	am	3
癋	hè	h	e	4	hok3	h	ok	3
癌	ái		ai	2	ngaam4	ng	aam	4
癍	bān	b	an	1	baan1	b	aan	1
癎	xián	x	ian	2	gaan2	g	aan	2
癏	guān	g	uan	1	gwaan1	gw	aan	1
癐	guì	g	ui	4	gui6	g	ui	6
癑	nòng	n	ong	4	nung6	n	ung	6
癒	yù	y	u	4	jyu6	j	yu	6
癓	wéi	w	ei	2	mei4	m	ei	4
癔	yì	y	i	4	ji3	j	i	3
癕	yōng	y	ong	1	jung1	j	ung	1
癖	pǐ	p	i	3	pik1	p	ik	1
癗	lěi	l	ei	3	leoi5	l	eoi	5
癘	lì	l	i	4	lai6	l	ai	6
癙	shǔ	sh	u	3	syu2	s	yu	2
癚	dàn	d	an	4	daam3	d	aam	3
癛	lǐn	l	in	3	lam5	l	am	5
癜	diàn	d	ian	4	din6	d	in	6
癝	lǐn	l	in	3	lam5	l	am	5
癞	lài	l	ai	4	laai3	l	aai	3
癟	biě	b	ie	3	bit6	b	it	6
癠	jì	j	i	4	zek3	z	ek	3
癡	chī	ch	i	1	ci1	c	i	1
癢	yǎng	y	ang	3	joeng5	j	oeng	5
癣	xuǎn	x	uan	3	sin2	s	in	2
癤	jiē	j	ie	1	zit3	z	it	3
癥	zhēng	zh	eng	1	zing1	z	ing	1
癦	me	m	e	5	mak6	m	ak	6
癧	lì	l	i	4	lik6	l	ik	6
癨	huò	h	uo	4	fok3	f	ok	3
癩	lài	l	ai	4	laai3	l	aai	3
癪	jī	j	i	1	zik1	z	ik	1
癫	diān	d	ian	1	din1	d	in	1
癬	xuǎn	x	uan	3	sin2	s	in	2
癭	yǐng	y	ing	3	jing2	j	ing	2
癮	yǐn	y	in	3	jan5	j	an	5
癯	qú	q	u	2	keoi4	k	eoi	4
癰	yōng	y	ong	1	jung1	j	ung	1
癱	tān	t	an	1	taan1	t	aan	1
癲	diān	d	ian	1	din1	d	in	1
癳	luǒ	l	uo	3	lo2	l	o	2
癴	luán	l	uan	2	lyun4	l	yun	4
癵	luán	l	uan	2	lyun4	l	yun	4
癶	bō	b	o	1	but6	b	ut	6
癷	bō	b	o	1	gon1	g	on	1
癸	guǐ	g	ui	3	gwai3	gw	ai	3
癹	bá	b	a	2	bat6	b	at	6
発	fā	f	a	1	faat3	f	aat	3
登	dēng	d	eng	1	dang1	d	ang	1
發	fā	f	a	1	faat3	f	aat	3
白	bái	b	ai	2	baak6	b	aak	6
百	bǎi	b	ai	3	baak3	b	aak	3
癿	bié	b	ie	2	ke4	k	e	4
皀	jí	j	i	2	bik1	b	ik	1
皁	zào	z	ao	4	zou6	z	ou	6
皂	zào	z	ao	4	zou6	z	ou	6
皃	mào	m	ao	4	maau6	m	aau	6
的	de	d	e	5	dik1	d	ik	1
皅	pā	p	a	1	paa1	p	aa	1
皆	jiē	j	ie	1	gaai1	g	aai	1
皇	huáng	h	uang	2	wong4	w	ong	4
皈	guī	g	ui	1	gwai1	gw	ai	1
皉	cǐ	c	i	3	cai2	c	ai	2
皊	líng	l	ing	2	ling4	l	ing	4
皋	gāo	g	ao	1	gou1	g	ou	1
皌	mò	m	o	4	mut6	m	ut	6
皍	jí	j	i	2	zik1	z	ik	1
皎	jiǎo	j	iao	3	gaau2	g	aau	2
皏	pěng	p	eng	3	pang2	p	ang	2
皐	gāo	g	ao	1	gou1	g	ou	1
皑	ái		ai	2	ngoi4	ng	oi	4
皒	é		e	2	ngo4	ng	o	4
皓	hào	h	ao	4	hou6	h	ou	6
皔	hàn	h	an	4	hon5	h	on	5
皕	bì	b	i	4	bik1	b	ik	1
皖	wǎn	w	an	3	wun2	w	un	2
皗	chóu	ch	ou	2	cau4	c	au	4
皘	qiàn	q	ian	4	sin3	s	in	3
皙	xī	x	i	1	sik1	s	ik	1
皚	ái		ai	2	ngoi4	ng	oi	4
皛	xiǎo	x	iao	3	kiu5	k	iu	5
皜	hào	h	ao	4	hou6	h	ou	6
皝	huàng	h	uang	4	fong2	f	ong	2
皞	hào	h	ao	4	hou6	h	ou	6
皟	zé	z	e	2	caak3	c	aak	3
皠	cuǐ	c	ui	3	ceoi3	c	eoi	3
皡	hào	h	ao	4	hou6	h	ou	6
皢	xiǎo	x	iao	3	hiu2	h	iu	2
皣	yè	y	e	4	jip6	j	ip	6
皤	pó	p	o	2	po4	p	o	4
皥	hào	h	ao	4	hou6	h	ou	6
皦	jiǎo	j	iao	3	giu2	g	iu	2
皧	ài		ai	4	oi3		oi	3
皨	xīng	x	ing	1	sing1	s	ing	1
皩	huàng	h	uang	4	fong2	f	ong	2
皪	lì	l	i	4	lik6	l	ik	6
皫	piǎo	p	iao	3	piu2	p	iu	2
皬	hé	h	e	2	hok6	h	ok	6
皭	jiào	j	iao	4	zoek3	z	oek	3
皮	pí	p	i	2	pei4	p	ei	4
皯	gǎn	g	an	3	gon2	g	on	2
皰	pào	p	ao	4	paau3	p	aau	3
皱	zhòu	zh	ou	4	zau3	z	au	3
皲	jūn	j	un	1	gwan1	gw	an	1
皳	qiú	q	iu	2	kau4	k	au	4
皴	cūn	c	un	1	seon1	s	eon	1
皵	què	q	ue	4	zoek3	z	oek	3
皶	zhā	zh	a	1	zaa1	z	aa	1
皷	gǔ	g	u	3	gu2	g	u	2
皸	jūn	j	un	1	gwan1	gw	an	1
皹	jūn	j	un	1	gwan1	gw	an	1
皺	zhòu	zh	ou	4	zau3	z	au	3
皻	zhā	zh	a	1	zaa1	z	aa	1
皼	gǔ	g	u	3	gu2	g	u	2
皽	zhāo	zh	ao	1	zin2	z	in	2
皾	dú	d	u	2	duk6	d	uk	6
皿	mǐn	m	in	3	ming5	m	ing	5
盀	qǐ	q	i	3	hei2	h	ei	2
盁	yíng	y	ing	2	jing4	j	ing	4
盂	yú	y	u	2	jyu4	j	yu	4
盃	bēi	b	ei	1	bui1	b	ui	1
盄	zhāo	zh	ao	1	diu3	d	iu	3
盅	zhōng	zh	ong	1	zung1	z	ung	1
盆	pén	p	en	2	pun4	p	un	4
盇	hé	h	e	2	hap6	h	ap	6
盈	yíng	y	ing	2	jing4	j	ing	4
盉	hé	h	e	2	wo4	w	o	4
益	yì	y	i	4	jik1	j	ik	1
盋	bō	b	o	1	but3	b	ut	3
盌	wǎn	w	an	3	wun2	w	un	2
盍	hé	h	e	2	hap6	h	ap	6
盎	àng		ang	4	ong3		ong	3
盏	zhǎn	zh	an	3	zaan2	z	aan	2
盐	yán	y	an	2	jim4	j	im	4
监	jiān	j	ian	1	gaam1	g	aam	1
盒	hé	h	e	2	hap6	h	ap	6
盓	yū	y	u	1	jyu1	j	yu	1
盔	kuī	k	ui	1	kwai1	kw	ai	1
盕	fàn	f	an	4	faan3	f	aan	3
盖	gài	g	ai	4	koi3	k	oi	3
盗	dào	d	ao	4	dou6	d	ou	6
盘	pán	p	an	2	pun4	p	un	4
盙	fǔ	f	u	3	fu2	f	u	2
盚	qiú	q	iu	2	kau4	k	au	4
盛	shèng	sh	eng	4	sing6	s	ing	6
盜	dào	d	ao	4	dou6	d	ou	6
盝	lù	l	u	4	luk6	l	uk	6
盞	zhǎn	zh	an	3	zaan2	z	aan	2
盟	méng	m	eng	2	mang4	m	ang	4
盠	lí	l	i	2	lai4	l	ai	4
盡	jǐn	j	in	3	zeon6	z	eon	6
盢	xù	x	u	4	gwik1	gw	ik	1
監	jiān	j	ian	1	gaam1	g	aam	1
盤	pán	p	an	2	pun4	p	un	4
盥	guàn	g	uan	4	gun3	g	un	3
盦	ān		an	1	am1		am	1
盧	lú	l	u	2	lou4	l	ou	4
盩	zhōu	zh	ou	1	zau1	z	au	1
盪	dàng	d	ang	4	dong6	d	ong	6
盫	ān		an	1	am1		am	1
盬	gǔ	g	u	3	gu2	g	u	2
盭	lì	l	i	4	leoi6	l	eoi	6
目	mù	m	u	4	muk6	m	uk	6
盯	dīng	d	ing	1	ding1	d	ing	1
盰	gàn	g	an	4	gon3	g	on	3
盱	xū	x	u	1	heoi1	h	eoi	1
盲	máng	m	ang	2	maang4	m	aang	4
盳	wàng	w	ang	4	maang4	m	aang	4
直	zhí	zh	i	2	zik6	z	ik	6
盵	qì	q	i	4	hei3	h	ei	3
盶	yuǎn	y	uan	3	jyun5	j	yun	5
盷	tián	t	ian	2	jyun4	j	yun	4
相	xiāng	x	iang	1	soeng1	s	oeng	1
盹	dǔn	d	un	3	deon6	d	eon	6
盺	xīn	x	in	1	jan1	j	an	1
盻	xì	x	i	4	hai6	h	ai	6
盼	pàn	p	an	4	paan3	p	aan	3
盽	fēng	f	eng	1	fung1	f	ung	1
盾	dùn	d	un	4	teon5	t	eon	5
盿	mín	m	in	2	man4	m	an	4
眀	míng	m	ing	2	ming4	m	ing	4
省	shěng	sh	eng	3	saang2	s	aang	2
眂	shì	sh	i	4	si6	s	i	6
眃	yún	y	un	2	wan4	w	an	4
眄	miàn	m	ian	4	min5	m	in	5
眅	pān	p	an	1	paan1	p	aan	1
眆	fǎng	f	ang	3	fong2	f	ong	2
眇	miǎo	m	iao	3	miu5	m	iu	5
眈	dān	d	an	1	daam1	d	aam	1
眉	méi	m	ei	2	mei4	m	ei	4
眊	mào	m	ao	4	mou6	m	ou	6
看	kàn	k	an	4	hon1	h	on	1
県	xiàn	x	ian	4	jyun6	j	yun	6
眍	kōu	k	ou	1	kau1	k	au	1
眎	shì	sh	i	4	si6	s	i	6
眏	yāng	y	ang	1	ong1		ong	1
眐	zhēng	zh	eng	1	zing1	z	ing	1
眑	yǎo	y	ao	3	jiu2	j	iu	2
眒	shēn	sh	en	1	san1	s	an	1
眓	huò	h	uo	4	kut3	k	ut	3
眔	dà	d	a	4	daap6	d	aap	6
眕	zhěn	zh	en	3	zan2	z	an	2
眖	kuàng	k	uang	4	fong3	f	ong	3
眗	jū	j	u	1	geoi1	g	eoi	1
眘	shèn	sh	en	4	san6	s	an	6
眙	yí	y	i	2	ci3	c	i	3
眚	shěng	sh	eng	3	saang2	s	aang	2
眛	mèi	m	ei	4	mui6	m	ui	6
眜	mò	m	o	4	mut6	m	ut	6
眞	zhēn	zh	en	1	zan1	z	an	1
真	zhēn	zh	en	1	zan1	z	an	1
眠	mián	m	ian	2	min4	m	in	4
眡	shì	sh	i	4	si6	s	i	6
眢	yuān	y	uan	1	jyun1	j	yun	1
眣	dié	d	ie	2	dit6	d	it	6
眤	nì	n	i	4	nik1	n	ik	1
眥	zì	z	i	4	zi6	z	i	6
眦	zì	z	i	4	zi6	z	i	6
眧	chǎo	ch	ao	3	ciu2	c	iu	2
眨	zhǎ	zh	a	3	zaap3	z	aap	3
眩	xuàn	x	uan	4	jyun6	j	yun	6
眪	bǐng	b	ing	3	bing2	b	ing	2
眫	mǐ	m	i	3	mai5	m	ai	5
眬	lóng	l	ong	2	lung4	l	ung	4
眭	suī	s	ui	1	seoi1	s	eoi	1
眮	tóng	t	ong	2	tung4	t	ung	4
眯	mī	m	i	1	mai5	m	ai	5
眰	diè	d	ie	4	dit6	d	it	6
眱	dì	d	i	4	ji4	j	i	4
眲	nè	n	e	4	ji6	j	i	6
眳	míng	m	ing	2	ming4	m	ing	4
眴	xuàn	x	uan	4	seon1	s	eon	1
眵	chī	ch	i	1	ci1	c	i	1
眶	kuàng	k	uang	4	kwaang1	kw	aang	1
眷	juàn	j	uan	4	gyun3	g	yun	3
眸	móu	m	ou	2	mau4	m	au	4
眹	zhèn	zh	en	4	zan2	z	an	2
眺	tiào	t	iao	4	tiu3	t	iu	3
眻	yáng	y	ang	2	joeng4	j	oeng	4
眼	yǎn	y	an	3	ngaan5	ng	aan	5
眽	mò	m	o	4	mak6	m	ak	6
眾	zhòng	zh	ong	4	zung3	z	ung	3
眿	mò	m	o	4	mak6	m	ak	6
着	zhe	zh	e	5	zoek6	z	oek	6
睁	zhēng	zh	eng	1	zang1	z	ang	1
睂	méi	m	ei	2	mei4	m	ei	4
睃	suō	s	uo	1	so1	s	o	1
睄	shào	sh	ao	4	ciu4	c	iu	4
睅	hàn	h	an	4	hon6	h	on	6
睆	huàn	h	uan	4	wun2	w	un	2
睇	dì	d	i	4	tai2	t	ai	2
睈	chěng	ch	eng	3	cing2	c	ing	2
睉	cuó	c	uo	2	co4	c	o	4
睊	juàn	j	uan	4	gyun3	g	yun	3
睋	é		e	2	ngo4	ng	o	4
睌	mǎn	m	an	3	maan5	m	aan	5
睍	xiàn	x	ian	4	jin2	j	in	2
睎	xī	x	i	1	hei1	h	ei	1
睏	kùn	k	un	4	kwan3	kw	an	3
睐	lài	l	ai	4	loi6	l	oi	6
睑	jiǎn	j	ian	3	gim2	g	im	2
睒	shǎn	sh	an	3	sim2	s	im	2
睓	tiǎn	t	ian	3	tin5	t	in	5
睔	gùn	g	un	4	gwan3	gw	an	3
睖	lèng	l	eng	4	ling6	l	ing	6
睗	shì	sh	i	4	sik1	s	ik	1
睘	qióng	q	iong	2	king4	k	ing	4
睙	liè	l	ie	4	lit6	l	it	6
